ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,t_ms,p1_label,p1_crash,p2_label,p2_crash
0.3838,0.3698,9.936,-5.3059,3.7495,4.3457,0.3604,0.4023,9.8413,6568,0,0.0,,
-0.3906,-0.1744,9.7344,-2.0236,-1.6509,4.7319,-0.427,-0.1503,9.7915,6569,0,0.0,,
-0.0397,-0.2939,10.1317,-4.4456,-0.9721,5.3533,0.0103,-0.3125,10.1353,6570,0,0.0,,
0.5333,0.5298,9.9014,5.1444,-2.8551,0.7287,0.4988,0.4854,9.9983,6571,0,0.0,,
0.5097,0.2256,9.5513,-0.4675,1.3481,0.1289,0.5429,0.252,9.5062,6572,0,0.0,,
0.0871,-0.5716,9.7635,-0.9114,-0.6394,0.4002,0.1267,-0.5725,9.7119,6573,0,0.0,,
-0.0721,0.3685,9.6606,0.5521,5.2216,3.7677,-0.0738,0.3691,9.7522,6574,0,0.0,,
-0.5495,-0.2678,9.5976,-0.9948,-0.603,2.4952,-0.5134,-0.3129,9.6386,6575,0,0.0,,
0.5736,-0.105,9.9517,6.7312,-0.4633,-1.2708,0.6925,-0.1289,9.9054,6576,0,0.0,,
0.2394,-0.0179,10.0577,0.6761,0.7332,2.656,0.2325,-0.0196,10.0987,6577,0,0.0,,
-0.1805,0.3232,9.6726,0.515,-2.0211,6.02,-0.2028,0.2991,9.6011,6578,0,0.0,,
0.1035,-0.4161,9.8623,3.2488,1.5567,0.4923,0.1542,-0.4696,9.8849,6579,0,0.0,,
-0.0439,0.0805,9.9837,3.0073,-0.0396,0.0197,-0.1878,0.143,9.9486,6580,0,0.0,,
-0.008,-0.1853,10.0024,-0.7037,1.7226,-4.2519,0.0234,-0.1559,10.086,6581,0,0.0,,
-0.3423,0.3194,9.6063,-1.7439,1.297,4.5191,-0.3911,0.2784,9.6223,6582,0,0.0,,
0.225,-0.1903,9.4704,0.5573,2.9796,-2.4081,0.1816,-0.1489,9.4319,6583,0,0.0,,
-0.1255,-0.3178,9.7471,-1.8146,-0.5229,0.9492,-0.2244,-0.2407,9.7079,6584,0,0.0,,
0.3733,-0.0731,9.639,1.3991,-1.6386,1.8535,0.4414,-0.1197,9.6804,6585,0,0.0,,
-0.0954,0.1548,9.9132,-0.0048,0.4823,-2.0535,-0.1176,0.1553,9.8925,6586,0,0.0,,
0.5587,0.0949,9.5704,-0.2254,-0.9748,4.9946,0.5221,0.1414,9.536,6587,0,0.0,,
-0.0772,-0.0541,9.9014,0.0282,-8.2092,-3.8247,-0.0294,-0.0548,9.8944,6588,0,0.0,,
-0.2915,0.2501,10.1085,7.2406,6.845,-2.273,-0.3038,0.199,10.0502,6589,0,0.0,,
-0.0886,-0.2037,9.8521,3.6453,-0.6648,-4.6542,-0.04,-0.186,9.8498,6590,0,0.0,,
0.1624,-0.3263,9.6803,5.5012,-1.4033,-1.6418,0.0421,-0.3206,9.6144,6591,0,0.0,,
0.1063,-0.2927,9.7535,2.4596,1.4675,-4.7473,-0.048,-0.2611,9.7165,6592,0,0.0,,
0.128,-0.2779,9.7862,3.1939,4.8745,3.722,0.1029,-0.2843,9.7506,6593,0,0.0,,
-0.1461,0.0679,9.7694,-1.779,-4.9905,-3.1926,-0.1136,-0.025,9.7315,6594,0,0.0,,
-0.6839,0.0994,9.9337,9.6743,-2.2683,4.5975,-0.6294,0.1123,9.9376,6595,0,0.0,,
0.0315,-0.2541,9.9405,0.4941,3.1647,3.1611,-0.0399,-0.2661,9.8869,6596,0,0.0,,
0.2671,-0.0129,9.8759,4.2348,2.0328,-5.0529,0.2836,-0.1382,9.9611,6597,0,0.0,,
0.0814,-0.0684,9.7983,-1.4698,0.8365,-2.6326,0.0538,0.0808,9.8107,6598,0,0.0,,
-0.2264,-0.1035,9.974,-1.2611,4.9181,-3.2972,-0.2001,-0.0938,9.9511,6599,0,0.0,,
0.2794,0.1313,9.8481,-0.1247,0.786,3.8956,0.3372,0.1888,9.8767,6600,0,0.0,0.0,0.0002668041145694777
-0.5527,-0.6059,9.9179,-0.2259,4.0416,2.2351,-0.5871,-0.6236,9.8987,6601,0,0.0,,
0.4659,0.3447,9.9719,11.3364,1.481,-3.5834,0.4385,0.2853,9.9154,6602,0,0.0,,
-0.1987,-0.5553,9.8955,1.8665,-2.0687,-0.2539,-0.1508,-0.5825,9.8403,6603,0,0.0,,
-0.0398,0.0975,9.8945,3.7043,-3.1697,2.0405,-0.0889,0.077,9.9007,6604,0,0.0,,
-0.5611,-0.0117,9.7658,-1.5801,-1.1895,1.0129,-0.5033,0.0835,9.8068,6605,0,0.0,,
-0.0514,-0.4043,9.5806,-1.3032,-3.775,-4.0496,-0.074,-0.3614,9.5321,6606,0,0.0,,
-0.06,0.043,9.3124,4.2341,-3.4199,2.6888,-0.0826,0.0886,9.2999,6607,0,0.0,,
0.1194,-0.307,9.4488,1.1274,0.0002,-2.3089,0.1976,-0.2808,9.3515,6608,0,0.0,,
-0.0171,0.5524,10.0501,2.0689,5.136,-1.1881,0.0135,0.4803,10.1156,6609,0,0.0,,
-0.0903,0.074,9.6104,4.4049,0.428,1.5665,-0.0167,0.0457,9.5883,6610,0,0.0,,
0.1781,-0.2694,10.0829,2.0656,2.671,-4.2595,0.2844,-0.2624,10.0343,6611,0,0.0,,
0.1501,-0.0715,10.0951,2.634,-2.8932,3.1387,0.1189,-0.0653,10.0942,6612,0,0.0,,
-0.1813,-0.1599,9.7932,-2.4288,1.1134,-5.73,-0.2036,-0.2523,9.9028,6613,0,0.0,,
-0.044,-0.0438,9.992,-1.7809,2.3609,-2.6495,-0.0551,-0.0054,10.0539,6614,0,0.0,,
0.0848,-0.4138,9.986,2.1631,-0.9858,0.8579,0.0873,-0.3936,10.0038,6615,0,0.0,,
0.1443,0.2462,9.7766,-0.7296,-1.2542,-0.5038,0.1627,0.1756,9.8398,6616,0,0.0,,
0.0783,0.1814,10.2796,2.7431,-5.2102,-1.8265,0.2213,0.2405,10.3002,6617,0,0.0,,
0.039,-0.5122,10.2514,-3.1095,-3.4123,-7.038,0.1135,-0.52,10.2547,6618,0,0.0,,
-0.1125,-0.0896,9.9188,0.4369,4.6829,-4.8657,-0.1293,-0.1364,9.8911,6619,0,0.0,,
-0.7112,-0.2942,9.7027,2.3253,-7.7574,0.8673,-0.6006,-0.1897,9.6979,6620,0,0.0,,
0.0328,-0.0826,9.7567,1.2935,-5.4828,-3.1096,0.1064,-0.0985,9.7703,6621,0,0.0,,
-0.2347,0.0595,9.9583,-0.7772,6.4507,-1.034,-0.2407,0.022,10.0586,6622,0,0.0,,
0.2266,-0.387,10.1301,-1.6229,0.9048,7.1126,0.1838,-0.4692,10.0461,6623,0,0.0,,
-0.2126,-0.0751,9.7022,-0.241,1.3949,0.2958,-0.147,-0.0057,9.5939,6624,0,0.0,,
-0.3609,0.0967,9.8346,-2.0729,3.1664,3.1183,-0.434,0.1437,9.9168,6625,0,0.0,,
-0.119,-0.5613,9.8355,-0.6974,-5.1867,-1.6329,-0.1257,-0.4719,9.8513,6626,0,0.0,,
0.2116,-0.1183,9.769,-1.1237,1.479,-0.5055,0.221,-0.1891,9.75,6627,0,0.0,,
-0.1194,-0.0894,9.9589,-1.4831,-3.7596,-2.97,-0.1592,-0.0797,9.9407,6628,0,0.0,,
-0.0279,0.3563,9.951,-1.3936,5.3145,2.2208,-0.0187,0.3636,9.9496,6629,0,0.0,,
-0.0876,0.0915,10.1071,2.3421,3.289,2.1093,-0.1643,0.1202,10.0736,6630,0,0.0,,
-0.4636,0.2236,9.8953,1.2938,-8.6769,-2.5846,-0.414,0.17,9.9309,6631,0,0.0,,
-0.1644,-0.1239,10.1316,2.1224,0.3826,-8.1168,-0.1938,-0.1673,10.0469,6632,0,0.0,,
0.1016,-0.1871,9.4258,-2.5504,-1.9447,-0.8363,0.1825,-0.1081,9.4234,6633,0,0.0,,
-0.2574,0.1094,9.6897,-3.1104,-0.6,-1.7079,-0.2794,0.1554,9.6402,6634,0,0.0,,
-0.1213,-0.4395,10.0768,0.3618,1.7587,-1.8978,-0.0955,-0.4766,10.0499,6635,0,0.0,,
0.4482,0.1138,10.0954,2.8177,1.8689,2.0314,0.4615,0.076,10.2215,6636,0,0.0,,
-0.5544,-0.0907,9.8695,2.5938,-2.4385,-3.8243,-0.5612,-0.1025,9.9823,6637,0,0.0,,
0.447,-0.0687,9.8731,4.0312,4.2429,0.1476,0.4358,-0.0145,9.9492,6638,0,0.0,,
0.0384,-0.3169,9.8562,3.051,0.9866,-0.6622,0.061,-0.3043,9.9002,6639,0,0.0,,
0.2095,0.2067,9.969,-0.5707,-2.2392,0.0948,0.2502,0.1952,9.9379,6640,0,0.0,,
-0.0496,0.2324,9.6314,-1.244,-1.4682,-1.493,-0.1321,0.2467,9.6167,6641,0,0.0,,
-0.2234,0.262,9.7852,-0.3806,-2.0942,1.571,-0.2855,0.2981,9.8163,6642,0,0.0,,
0.1494,-0.2737,9.8118,0.7603,-0.5355,1.7258,0.2238,-0.2385,9.7005,6643,0,0.0,,
-0.3749,-0.0564,9.4929,0.1726,2.28,3.7179,-0.3875,-0.0143,9.5793,6644,0,0.0,,
0.414,-0.0353,9.7363,-0.1105,-1.5653,-0.1807,0.4454,0.0241,9.7775,6645,0,0.0,,
-0.2663,-0.3148,9.714,-3.9596,-0.0094,-0.3683,-0.2426,-0.3734,9.7486,6646,0,0.0,,
0.2571,-0.3906,9.8448,-0.6155,-2.4902,-0.3653,0.2858,-0.3759,9.8018,6647,0,0.0,,
-0.1355,0.3181,9.9358,0.5485,-1.5277,-0.4577,-0.1073,0.225,9.8798,6648,0,0.0,,
0.0196,0.0745,10.1516,1.1745,-2.1728,-8.0504,-0.0097,0.05,10.185,6649,0,0.0,,
-0.4264,0.0273,9.3048,-3.7213,2.8874,3.3915,-0.466,0.0229,9.3405,6650,0,0.0,,
-0.4137,-0.014,9.8048,-0.2533,4.3291,-0.8009,-0.4072,0.0749,9.8142,6651,0,0.0,,
-0.156,0.0033,9.6574,-6.3392,-2.289,0.2729,-0.1812,0.0756,9.562,6652,0,0.0,,
0.1206,-0.0196,9.4641,7.4247,-2.2611,0.5975,0.0974,-0.0729,9.43,6653,0,0.0,,
-0.4184,-0.1537,9.8538,2.2807,-3.6166,-3.3917,-0.461,-0.0709,9.8527,6654,0,0.0,,
0.1269,-0.5476,10.4055,0.3425,1.6741,-3.4679,0.1096,-0.5062,10.403,6655,0,0.0,,
0.1422,0.1982,9.752,-0.1339,3.0797,1.4693,0.1957,0.1088,9.7354,6656,0,0.0,,
-0.2937,-0.1532,9.9541,-0.3254,-0.6636,6.9939,-0.3119,-0.0837,9.9603,6657,0,0.0,,
-0.0756,-0.4576,9.6875,-1.939,-5.9435,-2.5984,0.0001,-0.4407,9.6707,6658,0,0.0,,
-0.1086,0.2369,9.7213,2.2065,3.3889,1.5494,-0.1259,0.1379,9.6885,6659,0,0.0,,
-0.1121,-0.0214,9.7089,-4.0179,0.5412,0.0372,-0.1488,-0.0603,9.6586,6660,0,0.0,,
-0.0303,0.1913,10.0967,-1.6826,0.3666,1.1763,-0.0158,0.1476,10.0572,6661,0,0.0,,
0.0285,0.235,9.5924,-7.518,-1.9038,-0.2218,-0.0495,0.3056,9.4566,6662,0,0.0,,
0.0616,0.1111,9.8702,3.8382,5.2853,-2.0432,-0.0132,0.0704,9.9357,6663,0,0.0,,
0.2742,0.6978,9.6953,-1.0884,2.9516,0.9608,0.2484,0.6607,9.7456,6664,0,0.0,,
-0.0229,0.2574,9.7356,0.9597,-1.5452,0.4942,-0.0665,0.2291,9.8319,6665,0,0.0,,
-0.1504,0.1508,9.7774,-1.7908,-0.3157,-3.2615,-0.1182,0.1645,9.9229,6666,0,0.0,,
0.001,0.4207,9.8096,-0.4772,-0.0749,-1.9905,-0.0398,0.4652,9.8447,6667,0,0.0,,
0.2622,-0.0079,9.5571,6.171,-1.0762,-3.4359,0.2268,-0.0134,9.5432,6668,0,0.0,,
0.5005,-0.3507,9.7032,4.705,-7.2612,1.8455,0.48,-0.388,9.7462,6669,0,0.0,,
-0.1346,0.1884,9.6783,-4.9143,2.8415,1.3007,-0.0656,0.2628,9.6742,6670,0,0.0,,
-0.0316,0.7629,9.7148,-0.0703,-1.9308,-4.9072,-0.0749,0.8069,9.7829,6671,0,0.0,,
-0.0542,0.1272,9.5957,-5.4415,2.25,-2.4484,-0.1065,0.1247,9.5734,6672,0,0.0,,
0.106,-0.2523,9.8265,-5.2943,2.1288,-1.2085,0.1569,-0.3422,9.9362,6673,0,0.0,,
0.1894,-0.7936,10.1426,-3.729,-0.2532,-1.5521,0.2688,-0.7804,10.1319,6674,0,0.0,,
-0.1058,-0.8233,9.8646,-4.2571,4.409,-1.6784,-0.1034,-0.8035,9.9008,6675,0,0.0,,
-0.1513,0.4651,9.411,-1.8106,-1.3416,-1.4842,-0.1304,0.4454,9.4178,6676,0,0.0,,
-0.1296,-0.3307,10.0319,-7.2727,3.2648,-5.0232,-0.124,-0.2552,10.0573,6677,0,0.0,,
0.5476,-0.0525,9.8546,0.2728,-1.4029,4.7676,0.5318,-0.0657,9.8171,6678,0,0.0,,
0.0006,-0.0059,9.9265,0.1584,-8.3631,-0.5704,-0.1168,-0.0019,9.9596,6679,0,0.0,,
-0.0486,-0.3747,9.3507,1.7824,-2.6514,-4.155,-0.0041,-0.4019,9.3457,6680,0,0.0,,
-0.0682,0.3656,9.9263,2.0001,-1.6605,-0.3597,-0.1057,0.4047,9.9889,6681,0,0.0,,
-0.1127,0.4285,9.7171,1.0392,2.4815,3.6025,-0.1314,0.4545,9.6898,6682,0,0.0,,
0.6094,0.4343,9.7514,1.0642,3.8095,-3.6303,0.5124,0.5051,9.7292,6683,0,0.0,,
-0.1908,-0.4911,9.6858,-4.6794,-0.6795,-1.086,-0.2001,-0.4835,9.6429,6684,0,0.0,,
0.4903,0.2147,9.532,0.3894,0.3234,1.0339,0.4463,0.2226,9.5383,6685,0,0.0,,
-0.3618,-0.0141,9.8043,-0.9834,1.9844,2.4527,-0.4591,-0.0347,9.7371,6686,0,0.0,,
0.5062,0.29,9.573,0.0977,-2.5052,1.613,0.5607,0.1658,9.6272,6687,0,0.0,,
-0.2565,-0.7871,10.0178,5.2854,0.0845,2.7127,-0.1901,-0.7662,9.9968,6688,0,0.0,,
-0.1247,0.2059,9.3657,-0.1796,1.8828,-2.6548,-0.0718,0.2005,9.3429,6689,0,0.0,,
0.1286,0.1071,10.0831,1.346,-1.9875,-7.6973,0.0541,0.0343,10.0703,6690,0,0.0,,
0.1342,-0.4846,9.6849,2.7164,-1.2887,3.3777,0.2044,-0.5129,9.6866,6691,0,0.0,,
0.5619,0.2093,9.72,2.7075,1.1531,2.4356,0.5053,0.1772,9.6812,6692,0,0.0,,
-0.5746,0.0612,9.7576,5.6807,0.6533,9.1169,-0.5293,0.1725,9.7485,6693,0,0.0,,
0.5506,-0.3954,10.0987,-2.8123,-0.8706,-0.5954,0.644,-0.3786,10.0965,6694,0,0.0,,
-0.2199,-0.2189,9.9369,3.8983,-1.4953,-8.3132,-0.2349,-0.2503,10.0753,6695,0,0.0,,
0.2149,-0.3711,9.5701,-1.3613,3.9498,1.6108,0.2691,-0.4405,9.6346,6696,0,0.0,,
0.1727,0.2952,9.8678,0.9113,0.2641,-1.239,0.1503,0.2789,9.8173,6697,0,0.0,,
0.0282,-0.2058,9.9378,-2.158,-1.0949,2.1285,0.0458,-0.1887,10.0124,6698,0,0.0,,
0.1997,0.3454,10.0396,-1.299,4.5397,-0.6987,0.2182,0.3876,10.0262,6699,0,0.0,,
-0.5949,0.036,9.7429,-2.5199,3.4615,0.7399,-0.685,-0.0067,9.8074,6700,0,0.0,,
-0.0157,-0.4198,9.867,-0.7871,-0.76,2.6025,0.0024,-0.4302,9.9122,6701,0,0.0,,
0.493,-0.1884,9.5148,-6.7392,-0.5582,1.9775,0.5347,-0.2828,9.4636,6702,0,0.0,,
-0.6226,0.4164,9.8475,1.4115,3.4618,1.9461,-0.5701,0.4279,9.848,6703,0,0.0,,
0.1385,-0.302,9.6885,-1.5449,0.4983,0.037,0.1781,-0.2674,9.663,6704,0,0.0,,
0.0714,0.5246,9.8661,5.3063,2.968,-3.4028,0.0715,0.5457,9.8564,6705,0,0.0,,
0.02,0.4701,9.766,-0.2226,4.8723,1.673,0.0161,0.5032,9.7683,6706,0,0.0,,
0.0869,-0.0479,9.6973,2.5379,-1.4884,-3.811,0.0837,-0.103,9.6974,6707,0,0.0,,
-0.0975,0.3477,9.6663,1.9104,0.9044,-1.7143,-0.1076,0.3616,9.6474,6708,0,0.0,,
0.4277,-0.0725,9.562,-2.5663,3.1749,2.1905,0.4511,-0.0332,9.5399,6709,0,0.0,,
0.1303,-0.3965,9.6371,1.7962,-3.2405,-1.4018,0.1225,-0.382,9.6958,6710,0,0.0,,
0.0547,-0.3173,10.0626,-4.2879,4.9992,-3.9441,0.1237,-0.2568,10.0562,6711,0,0.0,,
-0.1418,0.5784,9.7517,0.0562,-2.6332,-2.596,-0.2256,0.5896,9.7913,6712,0,0.0,,
-0.5151,0.1356,9.7946,3.2233,0.8155,1.3532,-0.4652,0.1707,9.7614,6713,0,0.0,,
0.5568,-0.0479,9.7056,-2.3879,2.1617,-2.0802,0.5184,-0.037,9.6653,6714,0,0.0,,
0.5782,0.7435,9.8985,-2.7206,-3.8724,-2.7485,0.658,0.7061,9.873,6715,0,0.0,,
0.3194,0.1114,9.9546,1.4546,-4.1634,-1.1665,0.2999,0.1056,10.0237,6716,0,0.0,,
0.1359,-0.3536,10.0956,2.5272,5.9663,-2.5893,0.1911,-0.3714,10.0312,6717,0,0.0,,
-0.3467,-0.3957,9.7192,-0.4966,0.3589,3.2448,-0.2946,-0.4105,9.7736,6718,0,0.0,,
-0.225,0.2618,9.8531,-1.5016,4.2505,-3.7995,-0.2656,0.1567,9.8672,6719,0,0.0,,
0.5293,0.1798,9.5989,-3.9304,3.7261,0.0382,0.563,0.2602,9.5925,6720,0,0.0,,
0.5666,0.091,9.5091,-0.8226,-2.3865,1.5122,0.5053,0.0145,9.6257,6721,0,0.0,,
-0.1111,-0.1531,9.8047,2.0193,-0.2458,-1.2515,-0.1255,-0.0771,9.7381,6722,0,0.0,,
0.2223,0.5272,9.6854,1.8571,-2.7938,1.0974,0.2706,0.4722,9.7311,6723,0,0.0,,
-0.1352,0.0913,9.7702,-1.2666,0.099,4.021,-0.1637,0.1422,9.7131,6724,0,0.0,,
-0.3854,-0.0733,9.7534,3.1295,-2.1606,-1.2446,-0.4208,-0.0902,9.7574,6725,0,0.0,,
-0.1434,-0.0776,9.2834,-0.633,-0.0822,0.4608,-0.2416,-0.0485,9.3832,6726,0,0.0,,
0.019,-0.4933,9.65,-2.6052,1.0175,-2.0952,-0.0607,-0.424,9.6579,6727,0,0.0,,
-0.2173,0.6666,10.0657,-0.9335,2.8189,2.5956,-0.2176,0.6241,10.065,6728,0,0.0,,
0.2259,-0.2311,9.711,3.7117,-2.6056,0.1733,0.1389,-0.3056,9.689,6729,0,0.0,,
-0.304,0.4816,9.4745,-1.3611,3.4529,4.6808,-0.2891,0.473,9.4308,6730,0,0.0,,
-0.0925,-0.1719,10.0981,-1.8403,-0.3015,3.6151,0.0137,-0.1234,10.1564,6731,0,0.0,,
-0.0305,0.4708,9.4762,2.039,-5.9321,1.1658,-0.0213,0.4531,9.5247,6732,0,0.0,,
0.1567,-0.3052,9.8272,2.4221,9.4314,-3.0501,0.1128,-0.2381,9.804,6733,0,0.0,,
0.1992,-0.4259,9.6112,-3.2792,4.8343,1.2922,0.1363,-0.397,9.6574,6734,0,0.0,,
0.1558,-0.1403,9.6731,-1.8559,1.1224,6.3341,0.1158,-0.0979,9.6466,6735,0,0.0,,
-0.1509,0.2186,9.6273,-2.8397,-0.0516,-0.8071,-0.1405,0.3039,9.6677,6736,0,0.0,,
0.057,0.4324,9.9733,0.395,-1.9439,0.6261,0.0375,0.4406,9.9521,6737,0,0.0,,
0.095,-0.03,9.7084,-1.551,0.894,-1.0172,0.0703,-0.0578,9.6946,6738,0,0.0,,
0.3031,0.443,9.6796,-4.7716,-0.5446,-2.0005,0.2221,0.3995,9.7261,6739,0,0.0,,
-0.2376,0.2227,9.6935,0.9266,-3.1284,3.923,-0.2628,0.2218,9.7183,6740,0,0.0,,
0.5081,0.5183,9.8282,-1.4282,1.2281,-0.7772,0.5179,0.4639,9.8597,6741,0,0.0,,
-0.1575,-0.0781,9.8007,-2.4553,-1.0858,-4.6142,-0.1131,-0.0483,9.8983,6742,0,0.0,,
-0.1081,-0.0531,9.8356,-1.5315,-3.7133,-0.3881,-0.0257,-0.1026,9.8435,6743,0,0.0,,
0.4187,-0.2385,9.9342,-3.6938,6.6534,-2.2338,0.3673,-0.2447,9.8618,6744,0,0.0,,
-0.135,-0.0399,9.5876,2.5448,0.4672,-1.3385,-0.1537,-0.0543,9.5941,6745,0,0.0,,
0.1637,-0.3212,10.0799,6.3079,-2.9087,9.3018,0.2014,-0.3203,10.0137,6746,0,0.0,,
0.2045,0.5946,9.6765,0.9957,0.9457,-0.0774,0.2435,0.712,9.6828,6747,0,0.0,,
0.1703,-0.3218,9.7678,-2.0814,-3.6859,2.094,0.1536,-0.3515,9.8144,6748,0,0.0,,
-0.027,-0.0336,9.6724,2.4849,-2.1726,3.313,-0.073,-0.0197,9.7084,6749,0,0.0,,
-0.2134,0.2854,10.0515,-0.4278,4.0873,6.5962,-0.1919,0.271,10.0668,6750,0,0.0,,
-0.402,0.0638,9.8661,5.6872,0.1127,0.6112,-0.4209,0.0492,9.8122,6751,0,0.0,,
-0.3359,0.1459,9.857,-2.3767,-3.8776,-1.1898,-0.2951,0.0888,9.8304,6752,0,0.0,,
-0.4588,-0.4117,9.6869,1.0662,1.3625,2.4999,-0.3769,-0.4058,9.6709,6753,0,0.0,,
-0.2197,-0.0296,9.7678,-1.6522,-0.7639,-0.3945,-0.1896,-0.0716,9.8295,6754,0,0.0,,
0.3619,0.2506,10.0278,1.9099,0.8674,-0.727,0.2567,0.2321,9.9381,6755,0,0.0,,
0.0333,-0.1495,9.8416,5.8035,0.635,0.2949,0.0659,-0.1186,9.84,6756,0,0.0,,
-0.1145,0.1298,9.9324,2.6798,-1.8514,1.8702,-0.1216,0.0721,9.85,6757,0,0.0,,
-0.1761,0.2184,9.6343,0.5846,6.1337,-3.072,-0.1455,0.2739,9.6226,6758,0,0.0,,
0.1296,0.0,10.016,0.0437,4.3202,-4.557,0.0789,-0.0445,10.0428,6759,0,0.0,,
-0.2926,0.219,9.8196,3.5957,3.0351,-2.6587,-0.3126,0.2529,9.7259,6760,0,0.0,,
-0.1988,-0.5739,9.701,-1.2895,3.7746,-0.0965,-0.1785,-0.6552,9.6539,6761,0,0.0,,
0.2613,-0.0896,10.201,1.9405,-6.8135,-0.3203,0.2488,-0.0697,10.2683,6762,0,0.0,,
-0.0217,-0.0325,9.5264,-1.2873,3.9761,2.3766,0.0143,-0.0884,9.5933,6763,0,0.0,,
-0.3202,0.1342,10.0099,1.2574,-2.7208,-1.2549,-0.3543,0.0994,10.0522,6764,0,0.0,,
0.0838,-0.0577,9.7815,0.3302,-2.4565,3.2282,0.0335,-0.0962,9.8198,6765,0,0.0,,
-0.6452,-0.1796,10.2688,-1.3338,-1.0091,2.6299,-0.5875,-0.2242,10.299,6766,0,0.0,,
0.1668,0.0263,9.9205,2.1841,2.1443,1.3511,0.1585,0.0197,9.9525,6767,0,0.0,,
0.6073,-0.6802,9.9367,-0.7589,-1.5678,0.9169,0.5443,-0.6395,9.8955,6768,0,0.0,,
-0.0878,-0.2357,9.6437,-0.5191,1.5915,-5.9925,0.0357,-0.2565,9.6596,6769,0,0.0,,
0.4806,0.186,10.0066,-0.4523,4.2236,2.0873,0.4859,0.2138,9.9844,6770,0,0.0,,
0.2146,-0.3204,9.6353,4.3923,0.4754,3.0539,0.2303,-0.3279,9.6406,6771,0,0.0,,
-0.0879,0.1828,9.6676,2.8477,2.5448,-0.6952,-0.0767,0.1436,9.7428,6772,0,0.0,,
-0.0222,0.2235,9.5358,3.6225,4.0645,-1.5812,-0.0481,0.3069,9.5974,6773,0,0.0,,
-0.038,0.3626,10.0541,5.1704,1.9146,-1.571,-0.0671,0.2876,10.0478,6774,0,0.0,,
-0.1179,-0.3661,10.0215,4.3065,1.9111,0.2656,-0.0869,-0.2367,10.0517,6775,0,0.0,,
-0.0001,0.0195,10.2736,-0.4978,0.2651,-0.7899,0.0444,0.0886,10.2266,6776,0,0.0,,
-0.1917,-0.216,9.8248,2.064,3.2477,0.5677,-0.1981,-0.1718,9.884,6777,0,0.0,,
-0.1416,-0.1333,9.9732,0.3921,0.875,-1.8957,-0.1709,-0.1506,10.0548,6778,0,0.0,,
-0.3004,0.0078,9.9591,-1.6537,0.8162,-1.7402,-0.2114,-0.026,9.9779,6779,0,0.0,,
0.0793,0.0649,10.0334,-1.6257,6.6682,0.7373,0.0659,0.0719,9.9897,6780,0,0.0,,
-0.0001,0.0051,9.9831,1.0113,-0.7847,-0.2586,-0.0281,-0.0216,9.9927,6781,0,0.0,,
0.6909,-0.1948,9.7671,-0.8819,3.0314,1.2043,0.7286,-0.2709,9.7534,6782,0,0.0,,
0.356,0.4427,10.0692,4.0611,0.7618,-2.6286,0.3246,0.4363,10.0385,6783,0,0.0,,
-0.0438,0.0654,9.93,-3.93,-0.3636,3.5954,0.0133,0.0162,9.8892,6784,0,0.0,,
-0.1782,0.2009,9.7316,-4.1584,-0.6762,-0.2504,-0.1306,0.1796,9.7458,6785,0,0.0,,
-0.1829,-0.2201,9.6261,2.9507,-1.8686,-0.492,-0.1229,-0.1897,9.6661,6786,0,0.0,,
0.0196,0.0959,9.7006,-1.9031,3.8843,-4.5132,-0.0356,0.1385,9.669,6787,0,0.0,,
-0.1632,-0.1855,9.8841,1.5718,4.2628,3.2456,-0.2109,-0.147,9.9908,6788,0,0.0,,
-0.2931,-0.0289,9.7518,-0.9403,-2.4984,-1.4631,-0.2974,-0.0487,9.6568,6789,0,0.0,,
0.0468,0.1281,9.7683,-2.0986,4.5133,0.6469,0.0843,0.1366,9.7845,6790,0,0.0,,
0.1062,-0.5926,9.5374,-1.234,-3.059,3.4917,0.0016,-0.4677,9.5581,6791,0,0.0,,
0.0922,0.24,9.2895,3.6154,-2.8776,3.3394,0.1846,0.2578,9.3064,6792,0,0.0,,
-0.1368,0.4968,9.9484,-4.9644,-1.3831,7.2141,-0.1322,0.4637,9.9843,6793,0,0.0,,
0.4758,0.1126,9.6438,-1.7325,3.9671,2.2239,0.4867,0.1524,9.7476,6794,0,0.0,,
-0.5575,0.1111,9.8631,4.7191,0.6456,-2.6782,-0.5149,0.1439,9.8902,6795,0,0.0,,
-0.1969,-0.0463,9.986,-2.5408,2.417,-2.6866,-0.2823,-0.0194,9.9616,6796,0,0.0,,
0.2392,0.0175,9.6512,4.1143,-2.0122,5.2256,0.2044,0.1217,9.5826,6797,0,0.0,,
-0.1951,0.1795,9.9762,2.5279,-5.0253,-4.5113,-0.1442,0.1644,9.9145,6798,0,0.0,,
-0.3994,0.3509,9.7842,2.3719,-0.9164,6.7257,-0.4758,0.3045,9.7484,6799,0,0.0,,
-0.2487,0.4301,9.9305,-0.4536,-4.6864,-3.4353,-0.2579,0.3269,9.9973,6800,0,0.0,0.0,0.00390997965148279
-0.4841,0.2762,9.38,3.7896,-5.0647,0.7565,-0.5001,0.2614,9.3272,6801,0,0.0,,
-0.0764,0.4325,9.79,3.7284,-3.476,3.529,-0.1268,0.4003,9.7205,6802,0,0.0,,
-0.1187,-0.0745,9.842,-0.4426,3.0523,6.5195,-0.149,0.0024,9.877,6803,0,0.0,,
