timestamp_ms,ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,label,label_name,phase
9925.0,0.0713,0.2896,9.8784,0.3556,-1.9934,-1.4308,0.0082,0.3003,9.8361,0,Normal,Normal
9926.0,-0.2744,-0.2601,9.8642,2.0158,-0.1829,2.2644,-0.2803,-0.2532,9.9233,0,Normal,Normal
9927.0,-0.4987,0.0253,10.1673,-2.9533,-0.2977,-1.7503,-0.4447,0.0008,10.1071,0,Normal,Normal
9928.0,0.1854,-0.0214,9.6095,-5.049,1.3517,-2.6726,0.1878,-0.0619,9.7128,0,Normal,Normal
9929.0,0.189,1.034,10.0395,-3.8907,-4.6728,-5.8154,0.1253,1.083,10.067,0,Normal,Normal
9930.0,-0.3739,-0.1576,10.3174,2.4197,1.3435,2.1109,-0.2942,-0.0981,10.2995,0,Normal,Normal
9931.0,-0.0142,0.148,9.666,3.3445,0.4307,2.4292,-0.1423,0.1141,9.6989,0,Normal,Normal
9932.0,0.0712,0.4129,9.8554,6.7475,3.1107,1.4218,0.0443,0.4862,9.7872,0,Normal,Normal
9933.0,-0.1859,0.0246,10.0477,-0.8947,-1.9176,0.8967,-0.2555,-0.077,10.1099,0,Normal,Normal
9934.0,0.4059,0.4907,9.7916,0.7547,-0.77,-1.9101,0.4436,0.4415,9.7587,0,Normal,Normal
9935.0,-0.4775,-0.0738,9.8687,-0.8736,8.8947,1.2105,-0.4901,-0.1251,9.8579,0,Normal,Normal
9936.0,0.2724,-0.5964,9.6103,0.0664,-2.363,1.255,0.2427,-0.6409,9.6426,0,Normal,Normal
9937.0,0.3944,0.0198,9.8718,1.5893,-0.7591,3.2157,0.349,-0.0187,9.8596,0,Normal,Normal
9938.0,-0.189,0.2282,9.8204,-0.7084,-7.156,-2.5983,-0.1727,0.284,9.8333,0,Normal,Normal
9939.0,0.0434,-0.3491,9.7614,0.8805,-5.1327,0.6326,-0.0198,-0.3868,9.7989,0,Normal,Normal
9940.0,0.3704,-0.3841,10.0168,6.2748,6.669,-2.0577,0.4547,-0.4683,10.0284,0,Normal,Normal
9941.0,-0.3908,-0.2024,9.5004,-6.0865,-3.3914,-2.2481,-0.3676,-0.1709,9.587,0,Normal,Normal
9942.0,-0.5884,-0.3115,9.7882,6.3891,-0.7161,-4.5409,-0.6158,-0.3142,9.8071,0,Normal,Normal
9943.0,0.0382,-0.0098,10.0372,3.0836,3.5295,-1.5165,0.0321,0.0622,9.9593,0,Normal,Normal
9944.0,-0.1992,0.4177,9.729,-0.43,3.0259,-5.5405,-0.1958,0.413,9.728,0,Normal,Normal
9945.0,-0.1728,-0.0817,9.9168,1.2656,3.1994,-2.8613,-0.1221,-0.032,10.0073,0,Normal,Normal
9946.0,-0.0186,-0.1975,9.5837,0.7219,-2.1354,-5.5251,-0.0406,-0.2406,9.7064,0,Normal,Normal
9947.0,-0.0938,0.1126,9.5485,-2.8946,-2.4402,1.7345,-0.0514,0.088,9.5222,0,Normal,Normal
9948.0,-0.0064,0.0158,10.072,-3.4947,-0.1474,-0.0701,0.0209,0.0058,10.0009,0,Normal,Normal
9949.0,-0.0419,0.4541,9.7117,4.2727,-5.198,-3.9789,-0.0564,0.4581,9.7381,0,Normal,Normal
9950.0,0.9841,-0.4098,9.9346,2.479,-0.6342,-1.2562,1.0,-0.4008,9.9557,0,Normal,Normal
9951.0,-0.3567,0.0102,9.6157,-2.4218,-3.266,4.0059,-0.2956,0.017,9.6455,0,Normal,Normal
9952.0,0.369,-0.0568,9.5571,-0.8664,5.9094,-0.7262,0.3589,-0.0216,9.5159,0,Normal,Normal
9953.0,0.6453,0.2395,9.3371,-8.7663,-4.9716,1.3751,0.7055,0.2755,9.3052,0,Normal,Normal
9954.0,-0.3391,-0.0359,10.3434,-3.431,-1.8929,-5.9062,-0.308,-0.0113,10.3269,0,Normal,Normal
9955.0,0.4057,-0.4924,9.6847,5.0948,2.2085,-3.2598,0.3207,-0.521,9.6988,0,Normal,Normal
9956.0,0.2542,-0.0154,9.7324,2.6937,3.6313,-3.6528,0.2592,-0.0347,9.6573,0,Normal,Normal
9957.0,0.0915,-0.0356,9.6818,3.7253,3.2197,0.3278,0.11,-0.0577,9.7249,0,Normal,Normal
9958.0,-0.5324,0.3763,9.8466,5.8071,1.7022,-2.3245,-0.508,0.3943,9.8828,0,Normal,Normal
9959.0,-0.1119,0.2434,9.8398,6.7118,-1.7791,2.1561,-0.0889,0.2243,9.8868,0,Normal,Normal
9960.0,0.1674,0.4376,9.8292,-0.6809,3.9453,-1.8555,0.1874,0.3952,9.8051,0,Normal,Normal
9961.0,-0.2842,-0.6334,9.5715,1.1506,-3.6406,1.4801,-0.2259,-0.5794,9.5618,0,Normal,Normal
9962.0,-0.1423,-0.0878,9.7373,3.894,-0.285,-0.5082,-0.1533,-0.0995,9.7737,0,Normal,Normal
9963.0,-0.1359,0.459,9.8857,-3.0771,-1.2786,-3.7063,-0.0865,0.4938,9.8449,0,Normal,Normal
9964.0,-0.2087,0.2543,9.8758,5.5806,-3.3343,3.2917,-0.3228,0.2111,9.8186,0,Normal,Normal
9965.0,0.1991,0.2739,9.4436,0.9609,-3.4227,5.8645,0.1139,0.2342,9.4277,0,Normal,Normal
9966.0,0.0051,0.0845,9.733,1.7265,-4.1046,2.3551,-0.056,0.0128,9.6546,0,Normal,Normal
9967.0,0.2092,0.3325,9.7868,1.4678,3.3314,-2.8998,0.2409,0.3368,9.6826,0,Normal,Normal
9968.0,-0.0626,-0.1019,9.7112,1.0086,1.5394,1.5819,0.0109,-0.1627,9.7275,0,Normal,Normal
9969.0,-0.154,-0.2117,9.6995,1.0266,-1.7593,-3.5755,-0.1173,-0.1545,9.676,0,Normal,Normal
9970.0,-0.6955,0.0269,9.9302,1.1937,0.2577,2.2508,-0.7289,0.0409,10.0116,0,Normal,Normal
9971.0,0.1906,0.4161,9.5485,-6.8258,1.073,-1.3643,0.0864,0.515,9.6183,0,Normal,Normal
9972.0,-0.311,0.2078,9.919,2.316,-2.4827,1.38,-0.2851,0.1972,9.978,0,Normal,Normal
9973.0,-0.3716,0.4414,9.9462,4.6381,2.1234,-1.7066,-0.3307,0.4223,10.019,0,Normal,Normal
9974.0,0.2852,0.4785,9.6184,1.0491,1.812,4.9846,0.3414,0.386,9.6012,0,Normal,Normal
9975.0,-0.0911,0.0191,10.0395,3.4296,-1.6438,-1.3363,-0.0856,0.0906,9.9812,0,Normal,Normal
9976.0,0.3216,-0.039,9.8628,-3.7341,1.5987,-4.6454,0.3711,-0.2066,9.8258,0,Normal,Normal
9977.0,0.409,-0.2203,10.3044,-4.6677,5.5227,2.2795,0.3895,-0.1867,10.2741,0,Normal,Normal
9978.0,-0.3269,0.4556,9.682,-1.7162,0.7173,-4.7692,-0.3009,0.4139,9.707,0,Normal,Normal
9979.0,0.2853,-0.4383,9.8843,-5.044,3.7329,7.4475,0.3012,-0.3774,9.9661,0,Normal,Normal
9980.0,-0.2241,0.4941,9.7801,-3.4068,-3.5855,1.5051,-0.3022,0.4787,9.803,0,Normal,Normal
9981.0,-0.3046,-0.2802,9.7833,-2.2332,1.9039,3.8972,-0.3914,-0.3203,9.8177,0,Normal,Normal
9982.0,-0.0719,0.1929,9.4862,0.0964,-0.7147,0.2441,-0.0776,0.1779,9.4026,0,Normal,Normal
9983.0,0.5533,0.1682,9.9812,4.1715,-6.271,1.4839,0.5747,0.1387,10.027,0,Normal,Normal
9984.0,-0.0601,0.5266,9.8818,1.9625,2.0156,-2.5982,-0.0481,0.4659,9.7915,0,Normal,Normal
9985.0,0.2965,-0.0319,9.9834,1.2275,3.751,-1.4857,0.292,-0.0592,10.0051,0,Normal,Normal
9986.0,-0.1615,0.3555,9.8315,-2.2437,5.2074,-0.1795,-0.1824,0.4123,9.8904,0,Normal,Normal
9987.0,-0.0174,-0.2022,9.8802,0.1957,-1.105,-0.551,-0.0297,-0.242,9.8268,0,Normal,Normal
9988.0,-0.5747,0.4003,9.8372,-1.6954,2.4337,0.2203,-0.5246,0.3397,9.7901,0,Normal,Normal
9989.0,0.1813,0.0236,9.7747,-0.0242,-4.4636,-3.4025,0.214,-0.0257,9.691,0,Normal,Normal
9990.0,0.1342,0.2646,9.7329,-0.0423,0.5568,-5.7515,0.1117,0.223,9.7451,0,Normal,Normal
9991.0,-0.278,0.2565,9.6342,-0.0502,-2.5324,-4.5676,-0.3031,0.2668,9.5786,0,Normal,Normal
9992.0,-0.2208,-0.3292,9.7037,-2.0206,2.623,3.5022,-0.2925,-0.3241,9.7092,0,Normal,Normal
9993.0,0.1996,-0.2708,10.1405,2.4872,-3.6007,3.7479,0.2041,-0.3127,10.1156,0,Normal,Normal
9994.0,0.1972,0.2023,9.7459,-5.5825,-2.049,-2.8195,0.1338,0.1854,9.7281,0,Normal,Normal
9995.0,-0.1321,-0.0193,9.6088,3.1876,7.3143,-4.8404,-0.1223,-0.0197,9.5864,0,Normal,Normal
9996.0,-0.4887,-0.4579,10.1013,5.5625,6.0381,2.2332,-0.5337,-0.4614,10.1637,0,Normal,Normal
9997.0,-0.7295,-0.0861,9.7414,1.0833,-5.12,1.1118,-0.8006,-0.0584,9.7077,0,Normal,Normal
9998.0,0.1806,-0.7378,9.9695,-3.4802,-7.9937,1.7314,0.1649,-0.7582,9.9593,0,Normal,Normal
9999.0,0.0173,-0.3851,9.7229,-0.0677,0.2049,1.6775,0.0651,-0.3982,9.6481,0,Normal,Normal
10000.0,0.1161,-0.5337,9.4264,-3.8284,-1.9748,-4.1552,0.2173,-0.4714,9.4371,0,Normal,Normal
10001.0,-0.0891,0.534,9.6418,2.9142,-1.5651,-4.2422,-0.0569,0.4514,9.711,0,Normal,Normal
10002.0,-0.2972,0.2602,9.8802,-0.354,-3.4468,0.1914,-0.3252,0.2955,9.831,0,Normal,Normal
10003.0,0.1477,0.0969,9.7604,0.557,-3.265,-0.3652,0.0934,0.0369,9.7987,0,Normal,Normal
10004.0,0.2583,0.0348,9.7984,-4.6847,1.2352,-0.7806,0.3035,0.02,9.8284,0,Normal,Normal
10005.0,0.2519,0.1292,9.9309,-0.9669,-0.3607,-6.8259,0.1792,0.124,9.8714,0,Normal,Normal
10006.0,-0.0181,0.2214,9.8326,2.3128,-0.0879,-3.123,0.0224,0.2393,9.9079,0,Normal,Normal
10007.0,0.429,0.053,9.8993,-3.6835,-5.5494,-6.9098,0.4435,-0.0403,9.8279,0,Normal,Normal
10008.0,-0.1006,-0.0571,9.6897,0.3977,-2.5795,-0.8382,-0.0296,-0.0923,9.6401,0,Normal,Normal
10009.0,0.262,-0.2668,9.7749,5.5014,-2.6982,-0.1506,0.2639,-0.3107,9.8309,0,Normal,Normal
10010.0,-0.6574,-0.3578,9.7974,3.8853,-0.5344,-3.4288,-0.6447,-0.3463,9.8056,0,Normal,Normal
10011.0,-0.3458,-0.3313,9.8608,-5.5503,-0.9294,-2.1991,-0.2102,-0.3163,9.9226,0,Normal,Normal
10012.0,0.2555,0.1227,9.8338,0.1103,-1.6402,-5.9187,0.321,0.0871,9.7874,0,Normal,Normal
10013.0,-0.2675,-0.4473,10.0347,-1.5788,0.3349,-2.9776,-0.2501,-0.3818,9.953,0,Normal,Normal
10014.0,0.2778,0.5303,9.7551,3.0349,-0.6462,0.7508,0.284,0.5461,9.7243,0,Normal,Normal
10015.0,0.3798,-0.2072,10.0568,0.5555,7.4545,-1.9023,0.4325,-0.2033,10.0928,0,Normal,Normal
10016.0,0.1092,-0.0405,9.4235,-2.1721,-1.9702,2.1479,0.1489,-0.0504,9.4789,0,Normal,Normal
10017.0,-0.2521,0.1338,9.4945,-1.5541,-6.3582,-2.4161,-0.2716,0.1564,9.5524,0,Normal,Normal
10018.0,-0.5379,0.1578,9.6207,0.0192,-0.182,-1.8382,-0.4955,0.2389,9.6549,0,Normal,Normal
10019.0,0.2706,0.5165,10.015,-1.1723,2.3154,1.3982,0.2909,0.4435,10.0013,0,Normal,Normal
10020.0,-0.15,-0.2211,9.3551,2.3922,-0.4584,5.9638,-0.1531,-0.1918,9.3068,0,Normal,Normal
10021.0,-0.0878,0.0144,9.6802,7.0983,-2.3143,-2.2741,-0.1358,0.0317,9.6289,0,Normal,Normal
10022.0,0.0236,-0.0202,9.6718,-3.0749,1.5246,4.8114,0.0394,0.0534,9.6534,0,Normal,Normal
10023.0,-0.0171,0.1521,9.6596,-2.0731,2.3806,-8.0215,0.095,0.0674,9.6233,0,Normal,Normal
10024.0,0.1954,0.3818,10.0431,-1.4315,-2.4698,2.0711,0.2045,0.3898,10.0243,0,Normal,Normal
10025.0,0.7025,0.0346,9.6271,-1.0605,-2.5186,5.0328,0.7213,-0.0812,9.713,0,Normal,Normal
10026.0,0.1022,0.195,9.6987,-1.8344,0.2025,3.1611,0.0783,0.1856,9.7026,0,Normal,Normal
10027.0,-0.0641,0.6089,9.6118,1.1845,-0.7812,-0.2272,-0.0451,0.5534,9.5737,0,Normal,Normal
10028.0,-0.4262,0.0936,9.8195,1.4762,0.4823,-1.7631,-0.4192,0.042,9.8129,0,Normal,Normal
10029.0,-0.4972,0.1884,9.863,-1.7441,-0.7602,1.8263,-0.4101,0.1862,9.9145,0,Normal,Normal
10030.0,-0.1532,0.1309,10.0122,5.6651,4.6302,-0.8666,-0.1864,0.1631,10.0315,0,Normal,Normal
10031.0,-0.0933,-0.4307,9.7082,-3.2517,2.3584,2.2334,-0.1542,-0.4786,9.757,0,Normal,Normal
10032.0,0.2151,-0.0994,9.7026,1.9272,-3.8834,1.8642,0.1777,-0.1003,9.6494,0,Normal,Normal
10033.0,-0.9418,-0.3383,9.8995,-2.1501,1.3795,-1.1525,-0.9063,-0.2244,9.8499,0,Normal,Normal
10034.0,0.1591,0.1267,9.7094,-0.0104,-0.9847,-1.7549,0.1631,0.0489,9.7526,0,Normal,Normal
10035.0,-0.0634,0.2671,10.1549,0.4824,-0.5218,0.9983,-0.0308,0.3566,10.1536,0,Normal,Normal
10036.0,-0.3521,-0.2649,9.9772,-0.6857,-0.0012,5.3442,-0.3302,-0.3334,9.9528,0,Normal,Normal
10037.0,0.2567,-0.3757,10.0955,-2.1362,-4.39,-0.3544,0.2869,-0.3285,10.1322,0,Normal,Normal
10038.0,0.1073,-0.0139,9.4002,1.4204,-4.0729,-5.461,0.1512,-0.0329,9.437,0,Normal,Normal
10039.0,-0.4065,0.0482,9.3271,-0.6019,-3.5674,-6.878,-0.43,0.0909,9.4233,0,Normal,Normal
10040.0,-0.14,-0.3894,10.1502,-0.1313,-5.4611,-3.1649,-0.2022,-0.404,10.0947,0,Normal,Normal
10041.0,0.4085,0.1641,9.7495,0.9281,2.8928,-1.0871,0.3715,0.2019,9.6424,0,Normal,Normal
10042.0,0.0547,-0.137,9.8605,0.1933,2.9277,1.2613,0.081,-0.1417,9.8016,0,Normal,Normal
10043.0,-0.0995,0.0053,9.7736,-4.7773,3.6334,0.6512,-0.159,-0.0003,9.8532,0,Normal,Normal
10044.0,0.2129,-0.7216,9.9834,3.5736,1.1177,-0.3017,0.2528,-0.6985,9.9681,0,Normal,Normal
10045.0,0.5577,0.0709,9.8657,-4.3464,-1.6128,-1.3154,0.5147,0.1027,9.8339,0,Normal,Normal
10046.0,-0.196,0.3968,10.1164,-1.7861,2.9992,0.953,-0.1306,0.3383,10.0571,0,Normal,Normal
10047.0,-0.3142,0.0237,9.891,-1.2962,-5.2149,1.5401,-0.3613,-0.0041,9.8708,0,Normal,Normal
10048.0,0.2553,0.3639,9.6604,2.3884,-5.6922,0.2814,0.1228,0.2752,9.6805,0,Normal,Normal
10049.0,-0.6194,0.4553,9.811,-5.5001,4.9466,-1.961,-0.6493,0.4179,9.9073,0,Normal,Normal
10050.0,0.4322,-0.4389,9.9457,7.8493,-3.1284,-5.9132,0.397,-0.5118,9.9416,0,Normal,Normal
10051.0,-0.5764,0.3542,10.03,-2.0415,0.0191,0.0123,-0.5351,0.3003,9.9928,0,Normal,Normal
10052.0,0.1772,0.0872,9.7834,-0.5983,-1.6608,-0.5376,0.2893,0.1243,9.8089,0,Normal,Normal
10053.0,-0.4077,-0.5039,9.8279,-2.4958,3.2346,0.2112,-0.3815,-0.4865,9.8623,0,Normal,Normal
10054.0,-0.3524,-0.1508,10.1835,-0.5385,-0.2484,6.0293,-0.3255,-0.0459,10.192,0,Normal,Normal
10055.0,0.0871,-0.3328,9.981,0.5055,-0.0233,4.8616,0.0943,-0.4315,9.9456,0,Normal,Normal
10056.0,0.0315,0.0712,9.7301,0.8836,3.7204,3.2125,0.0486,0.0665,9.692,0,Normal,Normal
10057.0,-0.2325,-0.0681,9.6625,1.9557,2.6682,-0.9821,-0.2555,-0.1061,9.7362,0,Normal,Normal
10058.0,-0.1492,0.0223,9.9296,-0.5689,-6.4415,4.6155,-0.0895,-0.0285,9.9824,0,Normal,Normal
10059.0,0.0244,-0.0103,9.636,2.689,-2.2184,2.9155,0.0604,0.1117,9.5744,0,Normal,Normal
10060.0,0.0235,0.3014,9.8417,4.6073,-0.1012,-0.0781,0.0311,0.2769,9.9231,0,Normal,Normal
10061.0,-0.2353,0.0656,9.8249,2.3614,-5.6115,-4.8775,-0.2362,0.07,9.8165,0,Normal,Normal
10062.0,-0.0303,0.567,10.0928,1.4841,1.4994,-2.543,-0.0566,0.5278,10.0942,0,Normal,Normal
10063.0,0.4512,-0.4116,9.9287,-2.1091,4.5557,0.8671,0.4253,-0.4297,9.9518,0,Normal,Normal
10064.0,-0.5945,-0.2933,10.0001,2.6598,1.4848,6.4662,-0.6061,-0.263,10.0215,0,Normal,Normal
10065.0,0.2512,0.081,10.0527,-2.9043,3.5653,0.6014,0.1985,0.1105,10.0274,0,Normal,Normal
10066.0,-0.0088,-0.1964,9.4862,3.0247,1.4034,1.796,0.0061,-0.1816,9.5466,0,Normal,Normal
10067.0,-0.2623,0.5923,9.7725,4.8287,1.3216,-1.5554,-0.222,0.5899,9.766,0,Normal,Normal
10068.0,-0.0508,-0.5304,10.0182,2.5124,0.3318,2.0437,-0.0545,-0.5058,9.9511,0,Normal,Normal
10069.0,0.1376,-0.6805,10.2096,-2.6522,-2.757,-4.5592,0.0903,-0.7203,10.1623,0,Normal,Normal
10070.0,-0.1194,-0.4288,9.7125,0.2104,2.9703,-1.0246,-0.1238,-0.3823,9.7111,0,Normal,Normal
10071.0,0.2776,0.1467,9.8939,1.9166,-3.265,2.0366,0.2487,0.162,9.865,0,Normal,Normal
10072.0,-0.1311,-0.4703,9.6889,1.783,-0.516,0.4902,-0.0517,-0.4967,9.7574,0,Normal,Normal
10073.0,0.5465,0.6354,10.1094,7.6318,-1.1453,2.6646,0.4701,0.7119,10.1533,0,Normal,Normal
10074.0,0.1189,-0.0407,9.6614,-0.4046,-2.3465,-0.2792,0.0858,-0.0612,9.6448,0,Normal,Normal
10075.0,-0.382,-0.1587,9.9514,-0.0291,0.526,-0.4798,-0.33,-0.231,9.999,0,Normal,Normal
10076.0,0.0406,0.3466,9.8808,-2.0357,2.0508,1.4847,0.0034,0.2827,9.8687,0,Normal,Normal
10077.0,-0.3824,0.1777,9.7863,1.9167,2.1351,1.7034,-0.4352,0.2127,9.7373,0,Normal,Normal
10078.0,0.4545,0.4709,9.8557,3.605,-5.4048,-1.2452,0.4227,0.4761,9.8462,0,Normal,Normal
10079.0,-0.2558,-0.2891,9.6715,1.8667,-2.3349,-2.3257,-0.2839,-0.2013,9.6721,0,Normal,Normal
10080.0,0.1906,0.0781,9.5573,2.8546,1.2281,-4.597,0.1772,0.1167,9.6311,0,Normal,Normal
10081.0,-0.4046,-0.1093,10.1226,-1.4562,-2.3059,-1.9736,-0.4367,-0.0312,10.1617,0,Normal,Normal
10082.0,0.0978,0.0571,9.6277,-4.1092,0.4055,-4.5928,0.2407,0.0675,9.7115,0,Normal,Normal
10083.0,-0.1119,0.1697,9.7202,2.4968,-0.9667,2.3946,-0.1253,0.2094,9.6663,0,Normal,Normal
10084.0,0.0337,0.116,9.7413,-0.5182,2.4871,-2.7734,0.1272,0.0737,9.7985,0,Normal,Normal
10085.0,0.0437,0.5234,9.6228,-3.7831,-0.9406,-0.0885,-0.0019,0.4813,9.6796,0,Normal,Normal
10086.0,-0.2984,-0.1276,9.9866,0.8404,2.6644,2.5299,-0.2434,-0.2094,9.9133,0,Normal,Normal
10087.0,-0.1234,-0.1684,9.6292,2.9955,-1.1778,4.9227,-0.1635,-0.1912,9.6963,0,Normal,Normal
10088.0,-0.2779,0.0366,10.0577,-2.3901,2.9991,-5.1593,-0.2728,0.0733,10.0299,0,Normal,Normal
10089.0,-0.3197,-0.2169,9.7206,-5.3702,2.8342,-3.7674,-0.3143,-0.279,9.7477,0,Normal,Normal
10090.0,-0.083,0.21,9.6965,1.6762,0.1715,-1.3624,0.0351,0.1839,9.7718,0,Normal,Normal
10091.0,-0.2724,0.3373,9.7706,2.909,-0.2163,1.168,-0.2427,0.3441,9.7798,0,Normal,Normal
10092.0,-0.0582,0.0505,9.5762,1.6572,-3.4225,3.8565,0.0289,0.0241,9.636,0,Normal,Normal
10093.0,0.7174,-0.0622,9.7337,0.8782,-1.2992,5.6004,0.7841,-0.0367,9.7351,0,Normal,Normal
10094.0,-0.5219,-0.0138,9.5663,-0.0046,0.1475,0.2424,-0.5996,-0.1483,9.5869,0,Normal,Normal
10095.0,-0.1127,0.2959,9.5212,2.6497,-0.2244,2.2547,-0.1412,0.2114,9.5157,0,Normal,Normal
10096.0,0.104,-0.094,9.8323,-2.8443,-0.2635,-0.0899,0.1855,-0.0912,9.8396,0,Normal,Normal
10097.0,-0.1506,0.1115,9.5997,3.1313,2.5913,-1.693,-0.1755,0.13,9.6489,0,Normal,Normal
10098.0,-0.285,0.3184,9.6777,-3.2171,0.5966,2.1313,-0.4031,0.3985,9.616,0,Normal,Normal
10099.0,-0.1549,-0.2824,10.2451,2.075,-1.9768,-7.5338,-0.0986,-0.2611,10.2874,0,Normal,Normal
10100.0,-0.6905,0.1064,9.6064,-1.8369,0.2272,-6.3227,-0.7621,-0.0162,9.502,0,Normal,Normal
10101.0,0.5821,0.5922,9.5911,3.9581,-1.0433,0.2312,0.5034,0.578,9.6738,0,Normal,Normal
10102.0,-0.1439,-0.142,9.7272,0.1697,-4.854,-0.8638,-0.265,-0.1228,9.7303,0,Normal,Normal
10103.0,0.2909,0.1467,9.8642,-0.1627,-1.6293,-3.4601,0.2033,0.1379,9.8782,0,Normal,Normal
10104.0,-0.0779,-0.186,9.578,5.6832,-2.2162,0.9794,-0.0704,-0.1991,9.628,0,Normal,Normal
10105.0,-0.0878,0.0445,9.769,0.3705,2.732,-4.5109,-0.1062,0.0248,9.7489,0,Normal,Normal
10106.0,0.1936,0.1181,9.695,-1.3418,2.1349,-3.3904,0.2095,0.1314,9.6953,0,Normal,Normal
10107.0,-0.6459,-0.1377,10.1064,4.7354,4.1489,3.2898,-0.6872,-0.162,10.032,0,Normal,Normal
10108.0,-0.3015,-0.3084,9.6845,-5.9059,-0.8706,-4.3469,-0.2127,-0.4052,9.6952,0,Normal,Normal
10109.0,-0.2686,-0.2022,9.6524,-2.6066,1.5997,0.0529,-0.2201,-0.2814,9.7228,0,Normal,Normal
10110.0,0.3938,-0.0853,9.7934,-3.4388,-0.5278,-2.6318,0.3323,-0.0495,9.7778,0,Normal,Normal
10111.0,-0.5674,-0.0644,9.4085,1.9176,-1.6962,5.7195,-0.5754,-0.087,9.4178,0,Normal,Normal
10112.0,0.1295,0.4524,9.5586,-0.0013,0.1407,-5.19,0.0965,0.4755,9.5755,0,Normal,Normal
10113.0,0.2038,-0.181,9.8628,-0.9718,4.5049,2.6545,0.2017,-0.1467,9.847,0,Normal,Normal
10114.0,0.2802,0.2424,9.89,1.7888,-1.0369,-1.9958,0.2882,0.2535,9.8598,0,Normal,Normal
10115.0,0.1934,-0.4817,9.4576,-3.2005,1.7143,10.1203,0.2265,-0.5064,9.4461,0,Normal,Normal
10116.0,-0.3157,0.1106,10.1606,-3.4981,-2.84,3.8292,-0.3922,0.1043,10.1534,0,Normal,Normal
10117.0,0.241,0.2861,9.9117,-3.2406,-4.8736,-0.7339,0.1618,0.2521,9.8208,0,Normal,Normal
10118.0,-0.3042,0.0681,9.4614,3.8767,-1.1656,-0.6501,-0.3199,0.1038,9.4297,0,Normal,Normal
10119.0,0.0483,0.0886,10.1078,1.5819,3.846,4.0174,0.05,0.2092,10.1513,0,Normal,Normal
10120.0,0.0226,-0.9362,9.6586,1.2043,-0.6414,-4.546,0.0022,-0.937,9.6596,0,Normal,Normal
10121.0,-0.188,-0.0221,10.022,-0.1902,-3.2763,-4.1247,-0.2823,-0.0474,10.1659,0,Normal,Normal
10122.0,0.3279,-0.3066,9.6334,-3.629,2.915,-0.2409,0.2918,-0.3039,9.6722,0,Normal,Normal
10123.0,0.1229,-0.1613,9.8251,1.8676,-3.6662,4.6668,0.1895,-0.2358,9.8135,0,Normal,Normal
10124.0,-0.022,0.3992,9.7845,5.1965,-1.733,0.668,-0.1078,0.4477,9.8403,0,Normal,Normal
10125.0,0.3129,-0.1873,9.6866,0.7103,1.1322,-0.1248,0.2862,-0.1592,9.6778,0,Normal,Normal
10126.0,-0.4213,0.7242,9.6515,1.0622,4.7067,4.0624,-0.446,0.8719,9.7066,0,Normal,Normal
10127.0,-0.1427,-0.2068,9.8422,-3.6034,-0.987,-3.7592,-0.091,-0.1754,9.9114,0,Normal,Normal
10128.0,0.2522,0.2225,9.9443,2.178,-0.8684,-0.965,0.2336,0.3295,9.9787,0,Normal,Normal
10129.0,0.066,-0.2233,9.8403,-2.7841,2.769,-3.1948,0.0528,-0.1205,9.8687,0,Normal,Normal
10130.0,-0.3987,-0.2251,9.7088,1.6418,-0.1972,0.1102,-0.4056,-0.2461,9.7346,0,Normal,Normal
10131.0,0.016,0.4072,10.0376,-2.5054,-2.191,2.2486,0.0426,0.3574,10.0062,0,Normal,Normal
10132.0,-0.1638,-0.2076,9.8397,-1.0395,1.9265,3.5479,-0.1633,-0.1956,9.7998,0,Normal,Normal
10133.0,0.1186,0.5676,9.764,-1.54,2.8314,-4.0517,0.175,0.5634,9.7433,0,Normal,Normal
10134.0,0.1398,0.4172,9.7007,-1.0116,0.0077,-0.0464,0.1555,0.4237,9.7485,0,Normal,Normal
10135.0,0.1076,0.2172,9.612,1.9551,0.9946,-9.1881,0.1228,0.1427,9.5715,0,Normal,Normal
10136.0,0.0908,0.2416,9.779,4.4101,0.946,0.8361,0.0556,0.1674,9.7363,0,Normal,Normal
10137.0,0.0435,0.409,9.5187,-4.9378,1.4629,3.3296,0.1173,0.3724,9.5345,0,Normal,Normal
10138.0,-0.0628,0.2433,10.0149,-0.0632,2.8601,-1.0956,-0.1256,0.1721,10.0547,0,Normal,Normal
10139.0,-0.1793,0.4333,10.0115,-1.2495,1.9503,-4.4437,-0.2006,0.4524,9.9902,0,Normal,Normal
10140.0,0.1519,-0.0472,9.7069,2.6602,1.4484,-5.6127,0.0984,-0.1006,9.7336,0,Normal,Normal
10141.0,-0.125,0.3245,9.6749,1.3053,-0.7503,3.1681,-0.1816,0.291,9.6679,0,Normal,Normal
10142.0,-0.0092,0.063,9.8951,-1.5273,1.603,3.8112,0.0381,-0.0292,9.9473,0,Normal,Normal
10143.0,-0.2616,-0.1033,9.5072,2.7158,-0.0756,-1.414,-0.4101,-0.0773,9.4503,0,Normal,Normal
10144.0,0.1988,-0.108,9.6864,-3.6002,0.3896,-1.6279,0.2063,-0.0749,9.6719,0,Normal,Normal
10145.0,-0.081,-0.5435,9.7819,-8.6064,-0.6469,-1.0191,-0.0275,-0.5961,9.7063,0,Normal,Normal
10146.0,0.3102,0.0943,10.0102,-1.5176,0.7325,1.6584,0.2458,0.0769,10.0727,0,Normal,Normal
